simplified,vietnamese,pinyin,english,hsk_level
未来,,wèi lái,future; tomorrow; approaching; coming; pending,4
位,,wèi,position; location; place; seat; classifier for people (honorific); classifier for binary bits (e.g. 十六位 16-bit or 2 bytes); (physics) potential,4
位于,,wèi yú,to be located at; to be situated at; to lie,4
位置,,wèi zhi,position; place; seat,4
味道,,wèi dao,flavor; taste; (fig.) feeling (of ...); sense (of ...); hint (of ...); (fig.) interest; delight; (dialect) smell; odor,4
味儿,,wèi r,taste,4
喂,,wéi,hello (when answering the phone),4
温度,,wēn dù,temperature,4
温暖,,wēn nuǎn,warm,4
文化,,wén huà,culture; civilization; cultural,4
文件,,wén jiàn,document; file,4
文明,,wén míng,civilized; civilization; culture,4
文学,,wén xué,literature,4
文章,,wén zhāng,article; essay; literary works; writings; hidden meaning,4
文字,,wén zì,character; script; writing; written language; writing style; phraseology,4
闻,,Wén,surname Wen,4
稳,,wěn,settled; steady; stable,4
稳定,,wěn dìng,steady; stable; stability; to stabilize; to pacify,4
问,,wèn,to ask; to inquire,4
问候,,wèn hòu,to give one's respects; to send a greeting; (fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking),4
问路,,wèn lù,to ask for directions; to ask the way (to some place),4
问题,,wèn tí,question; problem; issue; topic,4
我,,wǒ,I; me; my,4
我们,,wǒ men,we; us; ourselves; our,4
握手,,wò shǒu,to shake hands,4
屋子,,wū zi,house; room,4
无,,wú,not to have; no; none; not; to lack; un-; -less,4
无法,,wú fǎ,unable; incapable,4
无聊,,wú liáo,bored; boring; senseless,4
无论,,wú lùn,no matter what or how; regardless of whether...,4
无数,,wú shù,countless; numberless; innumerable,4
无所谓,,wú suǒ wèi,to be indifferent; not to matter; cannot be said to be,4
无限,,wú xiàn,unlimited; unbounded,4
五,,wǔ,five; 5,4
五颜六色,,wǔ yán liù sè,multicolored; every color under the sun,4
午餐,,wǔ cān,lunch; luncheon,4
午饭,,wǔ fàn,lunch,4
午睡,,wǔ shuì,to take a nap; siesta,4
武器,,wǔ qì,weapon; arms,4
武术,,wǔ shù,military skill or technique (in former times); all kinds of martial art sports (some claiming spiritual development); self-defense; tradition of choreographed fights from opera and film (recent usage); also called kungfu 功夫,4
舞台,,wǔ tái,(lit. and fig.) stage; arena,4
误会,,wù huì,to misunderstand; to mistake; misunderstanding,4
吸,,xī,to breathe; to suck in; to absorb; to inhale,4
吸管,,xī guǎn,(drinking) straw; pipette; eyedropper; snorkel,4
吸收,,xī shōu,to absorb; to assimilate; to ingest; to recruit,4
吸烟,,xī yān,to smoke,4
吸引,,xī yǐn,to attract; to appeal to; to fascinate,4
希望,,xī wàng,to hope; a hope; a wish,4
习惯,,xí guàn,habit; custom; usual practice; to be used to,4
洗,,xǐ,to wash; to bathe; to develop (photographs); to shuffle (cards etc); to erase (a recording),4
洗手间,,xǐ shǒu jiān,toilet; lavatory; washroom,4
洗衣机,,xǐ yī jī,washing machine; washer,4
洗澡,,xǐ zǎo,to bathe; to take a shower,4
喜爱,,xǐ ài,to like; to love; to be fond of; favorite,4
喜欢,,xǐ huan,to like; to be fond of,4
系,,xì,to connect; to relate to; to tie up; to bind; to be (literary),4
系列,,xì liè,series; set,4
系统,,xì tǒng,system,4
细,,xì,thin or slender; finely particulate; thin and soft; fine; delicate; trifling; (of a sound) quiet; frugal,4
细节,,xì jié,details; particulars,4
细致,,xì zhì,delicate; fine; careful; meticulous; painstaking,4
西,,Xī,the West; abbr. for Spain 牙; Spanish,4
西北,,Xī běi,"Northwest China (Shaanxi, Gansu, Qinghai, Ningxia, Xinjiang)",4
西边,,xī biān,west; west side; western part; to the west of,4
西部,,xī bù,western part,4
西餐,,xī cān,Western-style food,4
西方,,Xī fāng,the West; the Occident; Western countries,4
西瓜,,xī guā,watermelon,4
西南,,xī nán,southwest,4
西医,,xī yī,Western medicine; a doctor trained in Western medicine,4
下,,xià,"down; downwards; below; lower; later; next (week etc); second (of two parts); to decline; to go down; to arrive at (a decision, conclusion etc); measure word to show the frequency of an action",4
下班,,xià bān,to finish work; to get off work,4
下边,,xià bian,under; the underside; below,4
下车,,xià chē,"to get off or out of (a bus, train, car etc)",4
下次,,xià cì,next time,4
下个月,,xià gè yuè,next month,4
下降,,xià jiàng,to decline; to drop; to fall; to go down; to decrease,4
下课,,xià kè,to finish class; to get out of class; (fig.) (esp. of a sports coach) to be dismissed; to be fired,4
下来,,xià lai,"to come down; (completed action marker); (after verb of motion, indicates motion down and towards us, also fig.); (indicates continuation from the past towards us); to be harvested (of crops); to be over (of a period of time); to go among the masses (said of leaders)",4
下楼,,xià lóu,to go downstairs,4
下面,,xià miàn,below; under; next; the following; also pr. [xià mian],4
下去,,xià qù,to go down; to descend; to go on; to continue; (of a servant) to withdraw,4
下午,,xià wǔ,afternoon; p.m.,4
下雪,,xià xuě,to snow,4
下雨,,xià yǔ,to rain,4
下载,,xià zǎi,to download; also pr. [xià zài],4
下周,,xià zhōu,next week,4
夏季,,xià jì,summer,4
夏天,,xià tiān,summer,4
先,,xiān,early; prior; former; in advance; first,4
先进,,xiān jìn,advanced (technology); to advance,4
先生,,xiān sheng,teacher; gentleman; sir; mister (Mr.); husband; (dialect) doctor,4
鲜,,xiǎn,variant of 鲜,4
鲜花,,xiān huā,flower; fresh flowers,4
鲜明,,xiān míng,bright; clear-cut; distinct,4
咸,,Xián,surname Xian,4
显得,,xiǎn de,to seem; to look; to appear,4
显然,,xiǎn rán,clearly; evidently; obviously,4
显示,,xiǎn shì,to show; to illustrate; to display; to demonstrate,4
显著,,xiǎn zhù,outstanding; notable; remarkable; statistically significant,4
县,,xiàn,county,4
现场,,xiàn chǎng,"the scene (of a crime, accident etc); (on) the spot; (at) the site",4
现代,,Xiàn dài,"Hyundai, South Korean company",4
现代化,,xiàn dài huà,modernization,4
现金,,xiàn jīn,cash,4
现实,,xiàn shí,reality; actuality; real; actual; realistic; pragmatic; materialistic; self-interested,4
现象,,xiàn xiàng,phenomenon; appearance,4
现在,,xiàn zài,now; at present; at the moment; modern; current; nowadays,4
线,,xiàn,variant of 线,4
限制,,xiàn zhì,to restrict; to limit; to confine; restriction; limit,4
相比,,xiāng bǐ,to compare,4
相处,,xiāng chǔ,"to be in contact (with sb); to associate; to interact; to get along (well, poorly)",4
相当,,xiāng dāng,equivalent to; appropriate; considerably; to a certain extent; fairly; quite,4
相反,,xiāng fǎn,opposite; contrary,4
相关,,xiāng guān,related; relevant; pertinent; to be interrelated; (statistics) correlation,4
相互,,xiāng hù,each other; mutual,4
相机,,xiàng jī,camera (abbr. for 照相机); at the opportune moment; as the circumstances allow,4
相片,,xiàng piàn,image; photograph,4
相似,,xiāng sì,similar; alike,4
相同,,xiāng tóng,identical; same,4
相信,,xiāng xìn,to be convinced (that sth is true); to believe; to accept sth as true,4
香,,xiāng,fragrant; sweet smelling; aromatic; savory or appetizing; (to eat) with relish; (of sleep) sound; perfume or spice; joss or incense stick,4
香蕉,,xiāng jiāo,banana,4
箱,,xiāng,box; trunk; chest,4
箱子,,xiāng zi,suitcase; chest; box; case; trunk,4
响,,xiǎng,echo; sound; noise; to make a sound; to sound; to ring; loud; classifier for noises,4
想,,xiǎng,to think (about); to think of; to devise; to think (that); to believe (that); to desire; to want (to); to miss (feel wistful about the absence of),4
想到,,xiǎng dào,to think of; to call to mind; to anticipate,4
想法,,xiǎng fǎ,way of thinking; opinion; notion; to think of a way (to do sth),4
想念,,xiǎng niàn,to miss; to remember with longing; to long to see again,4
想起,,xiǎng qǐ,to recall; to think of; to call to mind,4
想象,,xiǎng xiàng,to imagine; to envision; imagination,4
向,,Xiàng,surname Xiang,4
项,,Xiàng,surname Xiang,4
项目,,xiàng mù,item; project; (sports) event,4
像,,xiàng,to resemble; to be like; to look as if; such as; appearance; image; portrait; image under a mapping (math.),4
消费,,xiāo fèi,to consume; to spend,4
消化,,xiāo huà,to digest (food); (fig.) to absorb (information etc); to assimilate; to process,4
消失,,xiāo shī,to disappear; to fade away,4
消息,,xiāo xi,news; information,4
销售,,xiāo shòu,"to sell; to market; sales (representative, agreement etc)",4
小,,xiǎo,small; tiny; few; young,4
小吃,,xiǎo chī,snack; refreshments,4
小孩儿,,xiǎo hái r,erhua variant of 孩,4
小伙子,,xiǎo huǒ zi,young man; young guy; lad; youngster,4
小姐,,xiǎo jie,young lady; miss; (slang) prostitute,4
小朋友,,xiǎo péng yǒu,child,4
小声,,xiǎo shēng,in a low voice; (speak) in whispers,4
小时,,xiǎo shí,hour,4
小时候,,xiǎo shí hou,in one's childhood,4
小说,,xiǎo shuō,novel; fiction,4
小心,,xiǎo xīn,to be careful; to take care,4
小型,,xiǎo xíng,small scale; small size,4
小学,,xiǎo xué,elementary school; primary school,4
小学生,,xiǎo xué shēng,primary school student; schoolchild; (fig.) beginner,4
小组,,xiǎo zǔ,group,4
效果,,xiào guǒ,result; effect; efficacy; (theater) sound or visual effects,4
效率,,xiào lu:4,efficiency,4
校园,,xiào yuán,campus,4
校长,,xiào zhǎng,"(college, university) president; headmaster",4
笑,,xiào,old variant of 笑,4
笑话,,xiào hua,joke; jest; to laugh at; to mock,4
笑话儿,,xiàohuar5,Joke,4
些,,xiē,"classifier indicating a small amount or small number greater than 1: some, a few, several",4
鞋,,xié,shoe,4
写,,xiě,to write,4
写作,,xiě zuò,to write; to compose; writing; written works,4
谢谢,,xiè xie,to thank; thanks; thank you,4
心,,xīn,heart; mind; intention; center; core,4
心里,,xīn li,chest; heart; mind,4
心理,,xīn lǐ,psychology; mentality,4
心情,,xīn qíng,mood; frame of mind,4
心中,,xīn zhōng,central point; in one's thoughts; in one's heart,4
新,,Xīn,abbr. for Xinjiang 疆 or Singapore 坡; surname Xin,4
新郎,,xīn láng,bridegroom; groom,4
新年,,xīn nián,New Year,4
新娘,,xīn niáng,bride,4
新闻,,xīn wén,news,4
新鲜,,xīn xiān,"fresh (experience, food etc); freshness; novel; uncommon",4
新型,,xīn xíng,new type; new kind,4
信,,xìn,letter; mail; to trust; to believe; to profess faith in; truthful; confidence; trust; at will; at random,4
信封,,xìn fēng,envelope,4
信号,,xìn hào,signal,4
信任,,xìn rèn,to trust; to have confidence in,4
信息,,xìn xī,information; news; message,4
信心,,xìn xīn,confidence; faith (in sb or sth),4
信用卡,,xìn yòng kǎ,credit card,4
星期,,xīng qī,week; day of the week; Sunday,4
星期日,,Xīng qī rì,Sunday,4
星期天,,Xīng qī tiān,Sunday,4
星星,,xīng xing,(coll.) a star; the stars in the sky,4
行,,háng,"row; line; commercial firm; line of business; profession; to rank (first, second etc) among one's siblings (by age); (in data tables) row; (Tw) column",4
行动,,xíng dòng,operation; action; to move about; mobile,4
行李,,xíng li,luggage,4
行人,,xíng rén,pedestrian; traveler on foot; passer-by; official responsible for arranging audiences with the emperor,4
行为,,xíng wéi,action; conduct; behavior; activity,4
行业,,háng yè,trade; profession; industry; business,4
形成,,xíng chéng,to form; to take shape,4
形容,,xíng róng,to describe; (literary) countenance; appearance,4
形式,,xíng shì,outer appearance; form; shape; formality,4
形势,,xíng shì,circumstances; situation; terrain,4
形象,,xíng xiàng,image; form; figure; visualization; vivid,4
形状,,xíng zhuàng,form; shape,4
型,,xíng,mold; type; style; model,4
型号,,xíng hào,"model (particular version of a manufactured article); type (product specification in terms of color, size etc)",4
醒,,xǐng,to wake up; to be awake; to become aware; to sober up; to come to,4
兴奋,,xīng fèn,excited; excitement; (physiology) excitation,4
兴趣,,xìng qù,interest (desire to know about sth); interest (thing in which one is interested); hobby,4
姓,,xìng,family name; surname; to be surnamed,4
姓名,,xìng míng,surname and given name; full name,4
幸福,,xìng fú,happiness; happy; blessed,4
幸运,,xìng yùn,fortunate; lucky; fortune; luck,4
性,,xìng,"nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; essence",4
性别,,xìng bié,gender; sex,4
性格,,xìng gé,nature; disposition; temperament; character,4
性质,,xìng zhì,nature; characteristic,4
兄弟,,xiōng dì,"brothers; younger brother; I, me (humble term used by men in public speech); brotherly; fraternal",4
胸部,,xiōng bù,chest; bosom,4
休假,,xiū jià,to go on vacation; to have a holiday; to take leave,4
休息,,xiū xi,rest; to rest,4
修,,Xiū,surname Xiu,4
修改,,xiū gǎi,to amend; to alter; to modify,4
修理,,xiū lǐ,to repair; to fix; to prune; to trim; (coll.) to sort sb out; to fix sb,4
需求,,xū qiú,requirement; to require; (economics) demand,4
需要,,xū yào,to need; to want; to demand; to require; needs,4
许多,,xǔ duō,many; a lot of; much,4
宣布,,xuān bù,to declare; to announce; to proclaim,4
宣传,,xuān chuán,to disseminate; to give publicity to; propaganda,4
选,,xuǎn,to choose; to pick; to select; to elect,4
选手,,xuǎn shǒu,athlete; contestant,4
选择,,xuǎn zé,to select; to pick; choice; option; alternative,4
学,,xué,to learn; to study; to imitate; science; -ology,4
学费,,xué fèi,tuition fee; tuition,4
学分,,xué fēn,course credit,4
学年,,xué nián,academic year,4
学期,,xué qī,term; semester,4
学生,,xué sheng,student; schoolchild,4
学时,,xué shí,class hour; period,4
学术,,xué shù,learning; science; academic,4
学问,,xué wèn,learning; knowledge,4
学习,,xué xí,to learn; to study,4
学校,,xué xiào,school,4
学院,,xué yuàn,college; educational institute; school; faculty,4
雪,,Xuě,surname Xue,4
血,,xuè,blood; colloquial pr. [xiě],4
寻找,,xún zhǎo,to seek; to look for,4
迅速,,xùn sù,rapid; speedy; fast,4
训练,,xùn liàn,to train; to drill; training,4
压,,yā,to press; to push down; to keep under (control); pressure,4
压力,,yā lì,pressure,4
牙,,yá,tooth; ivory,4
牙刷,,yá shuā,toothbrush,4
亚运会,,Yà yùn huì,Asian Games,4
呀,,ya,"(particle equivalent to 啊 after a vowel, expressing surprise or doubt)",4
烟,,yān,cigarette or pipe tobacco; smoke; mist; vapour; tobacco plant; (of the eyes) to be irritated by smoke,4
延期,,yán qī,to delay; to extend; to postpone; to defer,4
延续,,yán xù,to continue; to go on; to last,4
延长,,Yán cháng,"Yanchang county in Yan'an 安, Shaanxi",4
严,,Yán,surname Yan,4
严格,,yán gé,strict; stringent; tight; rigorous,4
严重,,yán zhòng,grave; serious; severe; critical,4
研究,,yán jiū,research; a study; to research; to look into,4
研究生,,yán jiū shēng,graduate student; postgraduate student; research student,4
研制,,yán zhì,to research and manufacture; to research and to develop,4
盐,,yán,salt,4
颜色,,yán sè,color; countenance; appearance; facial expression; pigment; dyestuff,4
眼,,yǎn,"eye; small hole; crux (of a matter); classifier for big hollow things (wells, stoves, pots etc)",4
眼镜,,yǎn jìng,spectacles; eyeglasses,4
眼睛,,yǎn jing,eye,4
眼泪,,yǎn lèi,tears; crying,4
眼里,,yǎnli,In the eyes,4
眼前,,yǎn qián,before one's eyes; now; at present,4
演,,yǎn,to develop; to evolve; to practice; to perform; to play; to act,4
演唱,,yǎn chàng,sung performance; to sing for an audience,4
演唱会,,yǎn chàng huì,vocal recital or concert,4
演出,,yǎn chū,to act (in a play); to perform; to put on (a performance); performance; concert; show,4
演讲,,yǎn jiǎng,lecture; to make a speech,4
演员,,yǎn yuán,actor or actress; performer,4
羊,,Yáng,surname Yang,4
阳光,,yáng guāng,sunshine; (of personality) upbeat; energetic; transparent (open to public scrutiny),4
阳台,,yáng tái,variant of 阳台,4
养,,yǎng,to raise (animals); to bring up (children); to keep (pets); to support; to give birth,4
养成,,yǎng chéng,to cultivate; to raise; to form (a habit); to acquire,4
样子,,yàng zi,appearance; manner; pattern; model,4
腰,,yāo,waist; lower back; pocket; middle; loins,4
摇,,Yáo,surname Yao,4
药,,yào,leaf of the iris; variant of 药,4
药店,,yào diàn,pharmacy,4
药片,,yào piàn,a (medicine) pill or tablet,4
药水,,Yào shuǐ,"Yaksu in North Korea, near the border with Liaoning and Jiling province",4
药物,,yào wù,medicaments; pharmaceuticals; medication; medicine; drug,4
要,,yāo,(bound form) to demand; to coerce,4
要求,,yāo qiú,to request; to require; requirement; to stake a claim; to ask; to demand,4
要是,,yào shi,(coll.) if,4
也,,Yě,surname Ye,4
也许,,yě xǔ,perhaps; maybe,4
业余,,yè yú,in one's spare time; outside working hours; amateur (historian etc),4
叶子,,yè zi,leaf; (slang) marijuana,4
页,,xié,head,4
夜,,yè,variant of 夜,4
夜里,,yè li,during the night; at night; nighttime,4
爷爷,,yé ye,(coll.) father's father; paternal grandfather,4
一,,yī,"one; single; a (article); as soon as; entire; whole; all; throughout; ""one"" radical in Chinese characters (Kangxi radical 1); also pr. [yāo] for greater clarity when spelling out numbers digit by digit",4
一般,,yī bān,same; ordinary; so-so; common; general; generally; in general,4
一般来说,,yī bān lái shuō,generally speaking,4
一半,,yī bàn,half,4
一边,,yī biān,one side; either side; on the one hand; on the other hand; doing while,4
一部分,,yī bù fen,portion; part of; subset,4
一点点,,yī diǎn diǎn,a little bit,4
一点儿,,yī diǎn r,erhua variant of 一点,4
一定,,yī dìng,surely; certainly; necessarily; fixed; a certain (extent etc); given; particular; must,4
一方面,,yī fāng miàn,on the one hand,4
一共,,yī gòng,altogether,4
一会儿,,yī huì r,a moment; a while; in a moment; now...now...; also pr. [yī huǐ r],4
一块儿,,yī kuài r,erhua variant of 一块,4
一路平安,,yī lù píng ān,to have a pleasant journey; Bon voyage!,4
一路顺风,,yī lù shùn fēng,to have a pleasant journey (idiom),4
一律,,yī lu:4,same; uniformly; all; without exception,4
一起,,yī qǐ,in the same place; together; with; altogether (in total),4
一切,,yī qiè,everything; every; all,4
一生,,yī shēng,all one's life; throughout one's life,4
一下儿,,yī xià r,erhua variant of 下,4
一些,,yī xiē,some; a few; a little; (following an adjective) slightly ...er,4
一样,,yī yàng,same; like; equal to; the same as; just like,4
一再,,yī zài,repeatedly,4
一直,,yī zhí,straight (in a straight line); continuously; always; all the way through,4
一致,,yī zhì,unanimous; identical (views or opinions),4
衣服,,yī fu,clothes,4
衣架,,yī jià,clothes hanger; clothes rack,4
医疗,,yī liáo,medical treatment,4
医生,,yī shēng,doctor,4
医学,,yī xué,medicine; medical science; study of medicine,4
医院,,yī yuàn,hospital,4
依靠,,yī kào,to rely on sth (for support etc); to depend on,4
依然,,yī rán,still; as before,4
移,,yí,to move; to shift; to change; to alter; to remove,4
移动,,yí dòng,to move; movement; migration; mobile; portable,4
移民,,yí mín,to immigrate; to migrate; emigrant; immigrant,4
遗产,,yí chǎn,heritage; legacy; inheritance; bequest,4
遗传,,yí chuán,heredity; to inherit (a trait); to pass on (to one's offspring),4
疑问,,yí wèn,question; interrogation; doubt,4
已,,yǐ,already; to stop; then; afterwards,4
已经,,yǐ jīng,already,4
以后,,yǐ hòu,after; later; afterwards; following; later on; in the future,4
以及,,yǐ jí,as well as; too; and,4
以来,,yǐ lái,since (a previous event),4
以内,,yǐ nèi,within; less than,4
以前,,yǐ qián,before; formerly; previous; ago,4
以上,,yǐ shàng,that level or higher; that amount or more; the above-mentioned; (used to indicate that one has completed one's remarks) That is all.,4
以外,,yǐ wài,apart from; other than; except for; external; outside of; on the other side of; beyond,4
以为,,yǐ wéi,to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.),4
以下,,yǐ xià,that level or lower; that amount or less; the following,4
椅子,,yǐ zi,chair,4
义务,,yì wù,duty; obligation; volunteer (work etc),4
亿,,yì,100 million,4
艺术,,yì shù,art,4
议论,,yì lùn,to comment; to talk about; to discuss; discussion,4
意见,,yì jiàn,idea; opinion; suggestion; objection; complaint,4
意思,,yì si,"idea; opinion; meaning; wish; desire; interest; fun; token of appreciation, affection etc; to give as a small token; to do sth as a gesture of goodwill etc",4
意外,,yì wài,unexpected; accident; mishap,4
意义,,yì yì,sense; meaning; significance; importance,4
因此,,yīn cǐ,thus; consequently; as a result,4
因为,,yīn wèi,because; owing to; on account of,4
阴,,Yīn,surname Yin,4
阴天,,yīn tiān,cloudy day; overcast sky,4
音节,,yīn jié,syllable,4
音乐,,yīn yuè,music,4
音乐会,,yīn yuè huì,concert,4
银,,yín,silver; silver-colored; relating to money or currency,4
银牌,,yín pái,silver medal,4
银行,,yín háng,bank,4
银行卡,,yín háng kǎ,bank card; ATM card,4
引,,yǐn,"to draw (e.g. a bow); to pull; to stretch sth; to extend; to lengthen; to involve or implicate in; to attract; to lead; to guide; to leave; to provide evidence or justification for; old unit of distance equal to 10 丈, one-thirtieth of a km or 33.33 meters",4
引导,,yǐn dǎo,to guide; to lead (around); to conduct; to boot; introduction; primer,4
引进,,yǐn jìn,to recommend; to introduce (from outside),4
引起,,yǐn qǐ,to give rise to; to lead to; to cause; to arouse,4
印象,,yìn xiàng,impression (sth that stays in one's mind); a memory,4
应,,Yīng,surname Ying; Taiwan pr. [Yìng],4
应当,,yīng dāng,should; ought to,4
应该,,yīng gāi,ought to; should; must,4
应用,,yìng yòng,"to put to use; to apply; practical; applied (science, linguistics etc); application; practical use; (computing) app",4
英文,,Yīng wén,English (language),4
英勇,,yīng yǒng,heroic; gallant; valiant,4
英语,,Yīng yǔ,English (language),4
迎接,,yíng jiē,to welcome; to greet,4
营养,,yíng yǎng,nutrition; nourishment,4
营业,,yíng yè,to do business; to trade,4
赢,,yíng,to beat; to win; to profit,4
赢得,,yíng dé,to win; to gain,4
影片,,yǐng piàn,a copy of a film; film; motion picture; movie,4
影视,,yǐng shì,movies and television,4
影响,,yǐng xiǎng,influence; effect; to influence; to affect (usually adversely); to disturb,4
影子,,yǐng zi,shadow; reflection; (fig.) hint; indication; influence,4
永远,,yǒng yuǎn,forever; eternal,4
勇敢,,yǒng gǎn,brave; courageous,4
勇气,,yǒng qì,courage; valor,4
用,,yòng,to use; to employ; to have to; to eat or drink; expense or outlay; usefulness; hence; therefore,4
用途,,yòng tú,use; application,4
优点,,yōu diǎn,merit; benefit; strong point; advantage,4
优良,,yōu liáng,fine; good; first-rate,4
优美,,yōu měi,graceful; fine; elegant,4
优势,,yōu shì,superiority; dominance; advantage,4
优秀,,yōu xiù,outstanding; excellent,4
由,,yóu,to follow; from; because of; due to; by; via; through; (before a noun and a verb) it is for ... to ...,4
由于,,yóu yú,due to; as a result of; thanks to; owing to; since; because,4
邮件,,yóu jiàn,mail; post; email,4
邮局,,yóu jú,post office,4
邮票,,yóu piào,(postage) stamp,4
邮箱,,yóu xiāng,mailbox; post office box; email; email inbox,4
油,,yóu,"oil; fat; grease; petroleum; to apply tung oil, paint or varnish; oily; greasy; glib; cunning",4
游,,Yóu,surname You,4
游客,,yóu kè,traveler; tourist; (online gaming) guest player,4
游戏,,yóu xì,game; to play,4
游泳,,yóu yǒng,swimming; to swim,4
有,,yǒu,to have; there is; (bound form) having; with; -ful; -ed; -al (as in 意 intentional),4
有的,,yǒu de,(there are) some (who are...); some (exist),4
有的是,,yǒu de shì,have plenty of; there's no lack of,4
有点儿,,yǒu diǎn r,slightly; a little; somewhat,4
有劲儿,,yǒujìnr5,Strength,4
有空儿,,yǒukòngr5,available,4
有利,,yǒu lì,advantageous; favorable,4
有名,,yǒu míng,famous; well-known,4
有趣,,yǒu qù,interesting; fascinating; amusing,4
有人,,yǒu rén,someone; people; anyone; there is someone there; occupied (as in restroom),4
有时,,yǒu shí,sometimes; now and then,4
有时候,,yǒu shí hou,sometimes,4
有限,,yǒu xiàn,limited; finite,4
有效,,yǒu xiào,effective; in effect; valid,4
有些,,yǒu xiē,some; somewhat,4
有一点儿,,yǒu yī diǎn r,a bit; a little,4
有一些,,yǒu yī xiē,somewhat; rather; some,4
有意思,,yǒu yì si,interesting; meaningful; enjoyable; fun,4
有用,,yǒu yòng,useful,4
又,,yòu,(once) again; also; both... and...; and yet; (used for emphasis) anyway,4
右,,yòu,(bound form) right; right-hand side; (bound form) (politics) right of center; (bound form) (old) west; (literary) the right side as the side of precedence,4
右边,,yòu bian,"right side; right, to the right",4
幼儿园,,yòu ér yuán,kindergarten; nursery school,4
友好,,Yǒu hǎo,"Youhao district of Yichun city 市, Heilongjiang",4
于是,,yú shì,thereupon; as a result; consequently; thus; hence,4
鱼,,Yú,surname Yu,4
雨,,yǔ,rain,4
语法,,yǔ fǎ,grammar,4
语言,,yǔ yán,language,4
语音,,yǔ yīn,speech sounds; pronunciation; colloquial (rather than literary) pronunciation of a Chinese character; phonetic; audio; voice; (Internet) to voice chat; voice message,4
玉,,yù,jade,4
玉米,,yù mǐ,corn; maize,4
预报,,yù bào,forecast,4
预测,,yù cè,to forecast; to predict,4
预订,,yù dìng,to place an order; to book ahead,4
预防,,yù fáng,to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic,4
预计,,yù jì,to forecast; to predict; to estimate,4
预习,,yù xí,to prepare a lesson,4
遇,,Yù,surname Yu,4
遇到,,yù dào,to meet; to run into; to come across,4
遇见,,yù jiàn,to meet,4
元,,Yuán,surname Yuan; the Yuan or Mongol dynasty (1279-1368),4
员,,yuán,person; employee; member,4
员工,,yuán gōng,staff; personnel; employee,4
原来,,yuán lái,"original; former; originally; formerly; at first; so, actually, as it turns out",4
原料,,yuán liào,raw material,4
原因,,yuán yīn,cause; origin; root cause; reason,4
原则,,yuán zé,principle; doctrine,4
圆,,yuán,circle; round; circular; spherical; (of the moon) full; unit of Chinese currency (yuan); tactful; to make consistent and whole (the narrative of a dream or a lie),4
圆满,,yuán mǎn,satisfactory; consummate; perfect,4
远,,yuǎn,far; distant; remote; (intensifier in a comparison) by far; much (lower etc),4
院,,yuàn,courtyard; institution,4
院长,,yuàn zhǎng,the head of an institution whose name ends in 院; chair of a board; president of a university; department head; dean; premier of the Republic of China,4
院子,,yuàn zi,courtyard; garden; yard; patio; (old) servant,4
愿望,,yuàn wàng,desire; wish,4
愿意,,yuàn yì,to wish; to want; ready; willing (to do sth),4
约,,yāo,to weigh in a balance or on a scale,4
约会,,yuē huì,appointment; engagement; date; to arrange to meet,4
月,,yuè,moon; month; monthly,4
月底,,yuè dǐ,end of the month,4
月份,,yuè fèn,month,4
月亮,,yuè liang,the moon,4
阅读,,yuè dú,to read; reading,4
越,,Yuè,generic word for peoples or states of south China or south Asia at different historical periods; abbr. for Vietnam 越南,4
越来越,,yuè lái yuè,more and more,4
云,,yún,(classical) to say,4
运动,,yùn dòng,to move; to exercise; sports; exercise; motion; movement; campaign,4
运动会,,yùn dòng huì,sports competition,4
运动员,,yùn dòng yuán,athlete,4
运气,,yùn qi,luck (good or bad),4
运输,,yùn shū,to transport; to carry; transportation,4
运用,,yùn yòng,to use; to put to use,4
杂志,,zá zhì,magazine,4
再,,zài,"again; once more; re-; second; another; then (after sth, and not until then); no matter how ... (followed by an adjective or verb, and then (usually) 也 or 都 for emphasis)",4
再见,,zài jiàn,goodbye; see you again later,4
再三,,zài sān,over and over again; again and again,4
在,,zài,to exist; to be alive; (of sb or sth) to be (located) at; (used before a verb to indicate an action in progress),4
在乎,,zài hu,to care about; equivalent of 在于,4
在家,,zài jiā,to be at home; (at a workplace) to be in (as opposed to being away on official business 差); (Buddhism etc) to remain a layman (as opposed to becoming a monk or a nun 家),4
在于,,zài yú,to be in; to lie in; to consist in; to depend on; to rest with,4
咱,,zán,variant of 咱,4
咱们,,zán men,we or us (including both the speaker and the person(s) spoken to); (dialect) I or me; (dialect) (in a coaxing or familiar way) you; also pr. [zá men],4
赞成,,zàn chéng,to approve; to endorse; (literary) to assist,4
赞赏,,zàn shǎng,to admire; to praise; to appreciate,4
赞助,,zàn zhù,to support; to assist; to sponsor,4
脏,,zàng,viscera; (anatomy) organ,4
早,,zǎo,early; morning; Good morning!; long ago; prematurely,4
早餐,,zǎo cān,breakfast,4
早晨,,zǎo chén,early morning; also pr. [zǎo chen],4
早饭,,zǎo fàn,breakfast,4
早就,,zǎo jiù,already at an earlier time,4
早上,,zǎo shang,early morning,4
早已,,zǎo yǐ,for a long time; long since; (dialect) in the past,4
