simplified,vietnamese,pinyin,english,hsk_level
车主,,chē zhǔ,vehicle owner,6
彻底,,chè dǐ,thorough; thoroughly; complete,6
撤离,,chè lí,to withdraw from; to evacuate,6
撤销,,chè xiāo,to repeal; to revoke; (computing) to undo,6
沉,,chén,to submerge; to immerse; to sink; to keep down; to lower; to drop; deep; profound; heavy,6
沉默,,chén mò,taciturn; uncommunicative; silent,6
沉重,,chén zhòng,heavy; hard; serious; critical,6
衬衫,,chèn shān,shirt; blouse,6
衬衣,,chèn yī,shirt,6
称,,chèn,to fit; balanced; suitable,6
称号,,chēng hào,name; term of address; title,6
称为,,chēng wéi,"to be called; to be known as; to call it ""...""",6
称赞,,chēng zàn,to praise; to acclaim; to commend; to compliment,6
撑,,chēng,to support; to prop up; to push or move with a pole; to maintain; to open or unfurl; to fill to bursting point; brace; stay; support,6
成,,Chéng,surname Cheng,6
成本,,chéng běn,"(manufacturing, production etc) costs",6
成分,,chéng fèn,composition; ingredient; element; component; one's social status,6
成功,,Chéng gōng,"Chenggong or Chengkung town in Taitung County 台东县, southeast Taiwan",6
成果,,chéng guǒ,result; achievement; gain; profit,6
成绩,,chéng jì,achievement; performance records; grades,6
成交,,chéng jiāo,to complete a contract; to reach a deal,6
成就,,chéng jiù,accomplishment; success; achievement; to achieve (a result); to create; to bring about,6
成立,,chéng lì,to establish; to set up; to be tenable; to hold water,6
成品,,chéng pǐn,finished goods; a finished product,6
成人,,chéng rén,adult,6
成熟,,chéng shú,mature; ripe; to mature; to ripen; Taiwan pr. [chéng shóu],6
成为,,chéng wéi,to become; to turn into,6
成效,,chéng xiào,effect; result,6
成语,,chéng yǔ,"Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation; idiom; proverb; saying; adage",6
成员,,chéng yuán,member,6
成长,,chéng zhǎng,to mature; to grow; growth,6
承办,,chéng bàn,to undertake; to accept a contract,6
承担,,chéng dān,to undertake; to assume (responsibility etc),6
承诺,,chéng nuò,to promise; to undertake to do something; commitment,6
承认,,chéng rèn,"to admit; to concede; to recognize; recognition (diplomatic, artistic etc); to acknowledge",6
承受,,chéng shòu,to bear; to support; to inherit,6
诚实,,chéng shí,honest,6
诚信,,chéng xìn,genuine; honest; in good faith; honesty; integrity,6
城,,chéng,city walls; city; town,6
城里,,chénglǐ,In the city,6
城区,,chéng qū,city district; urban area,6
城市,,chéng shì,city; town,6
城乡,,chéng xiāng,city and countryside,6
城镇,,chéng zhèn,town; cities and towns,6
乘,,Chéng,surname Cheng,6
乘车,,chéng chē,to ride (in a car or carriage); to drive; to motor,6
乘客,,chéng kè,passenger,6
乘坐,,chéng zuò,to ride (in a vehicle),6
程度,,chéng dù,degree; level; extent,6
程序,,chéng xù,procedures; sequence; order; computer program,6
吃,,chī,"to eat; to consume; to eat at (a cafeteria etc); to eradicate; to destroy; to absorb; to suffer (shock, injury, defeat etc)",6
吃饭,,chī fàn,to have a meal; to eat; to make a living,6
吃惊,,chī jīng,to be startled; to be shocked; to be amazed,6
吃力,,chī lì,to entail strenuous effort; to toil at a task; strenuous; laborious; strain,6
池子,,chí zi,pond; bathhouse pool; dance floor of a ballroom; (old) stalls (front rows in a theater),6
迟,,Chí,surname Chi,6
迟到,,chí dào,to arrive late,6
持续,,chí xù,to continue; to persist; to last; sustainable; preservation,6
持有,,chí yǒu,"to hold (passport, views etc)",6
尺,,chě,"one of the characters used to represent a musical note in gongche notation, 工尺谱",6
尺寸,,chǐ cun,size; dimensions; measurements (esp. of clothes); (coll.) propriety,6
尺子,,chǐ zi,ruler (measuring instrument),6
充电,,chōng diàn,to recharge (a battery); (fig.) to recharge one's batteries (through leisure); to update one's skills and knowledge,6
充电器,,chōng diàn qì,battery charger,6
充分,,chōng fèn,ample; sufficient; adequate; full; fully; to the full,6
充满,,chōng mǎn,full of; brimming with; very full; permeated,6
充足,,chōng zú,adequate; sufficient; abundant,6
冲,,chōng,(of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with,6
冲动,,chōng dòng,to have an urge; to be impetuous; impulse; urge,6
冲击,,chōng jī,variant of 冲击,6
冲突,,chōng tū,conflict; to conflict; clash of opposing forces; collision (of interests); contention,6
虫子,,chóng zi,insect; bug; worm,6
崇拜,,chóng bài,to worship; adoration,6
宠物,,chǒng wù,house pet,6
抽,,chōu,to draw out; to pull out from in between; to remove part of the whole; (of certain plants) to sprout or bud; to whip or thrash,6
抽奖,,chōu jiǎng,to draw a prize; a lottery; a raffle,6
抽烟,,chōu yān,"to smoke (a cigarette, tobacco)",6
愁,,chóu,to worry about,6
丑,,Chǒu,surname Chou,6
臭,,chòu,stench; smelly; to smell (bad); repulsive; loathsome; terrible; bad; severely; ruthlessly; dud (ammunition),6
出,,chū,"to go out; to come out; to occur; to produce; to go beyond; to rise; to put forth; to happen; (used after a verb to indicate an outward direction or a positive result); classifier for dramas, plays, operas etc",6
出版,,chū bǎn,to publish,6
出差,,chū chāi,to go on an official or business trip,6
出场,,chū chǎng,(of a performer) to come onto the stage to perform; (of an athlete) to enter the arena to compete; (fig.) to enter the scene (e.g. a new product); (of an examinee etc) to leave the venue,6
出动,,chū dòng,to start out on a trip; to dispatch troops,6
出发,,chū fā,to set off; to start (on a journey),6
出访,,chū fǎng,to go and visit in an official capacity or for investigation,6
出国,,chū guó,to go abroad; to leave the country,6
出汗,,chū hàn,to perspire; to sweat,6
出口,,chū kǒu,an exit; to speak; to export; (of a ship) to leave port,6
出来,,chū lái,to come out; to appear; to arise,6
出路,,chū lù,a way out (lit. and fig.); opportunity for advancement; a way forward; outlet (for one's products),6
出门,,chū mén,to go out; to leave home; to go on a journey; away from home; (of a woman) to get married,6
出面,,chū miàn,to appear personally; to step in; to step forth; to show up,6
出名,,chū míng,"well-known for sth; to become well known; to make one's mark; to lend one's name (to an event, endeavor etc)",6
出去,,chū qù,to go out,6
出入,,chū rù,to go out and come in; entrance and exit; expenditure and income; discrepancy; inconsistent,6
出色,,chū sè,remarkable; outstanding,6
出生,,chū shēng,to be born,6
出事,,chū shì,to have an accident; to meet with a mishap,6
出售,,chū shòu,to sell; to offer for sale; to put on the market,6
出台,,chū tái,"to officially launch (a policy, program etc); to appear on stage; to appear publicly; (of a bar girl) to leave with a client",6
出席,,chū xí,to attend; to participate; present,6
出现,,chū xiàn,to appear; to arise; to emerge; to show up,6
出行,,chū xíng,to go out somewhere (relatively short trip); to set off on a journey (longer trip),6
出于,,chū yú,due to; to stem from,6
出院,,chū yuàn,to leave hospital; to be discharged from hospital,6
出租,,chū zū,to rent,6
出租车,,chū zū chē,taxi; (Tw) rental car,6
初,,chū,at first; (at the) beginning; first; junior; basic,6
初步,,chū bù,initial; preliminary; tentative,6
初等,,chū děng,elementary (i.e. easy),6
初级,,chū jí,junior; primary,6
初期,,chū qī,initial stage; beginning period,6
初一,,chū yī,first day of lunar month; New Year's Day; first year in junior middle school,6
初中,,chū zhōng,junior high school (abbr. for 初级中学),6
除,,chú,to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including,6
除非,,chú fēi,"only if (..., or otherwise, ...); only when; only in the case that; unless",6
除了,,chú le,besides; apart from (... also...); in addition to; except (for),6
除夕,,Chú xī,lunar New Year's Eve,6
厨房,,chú fáng,kitchen,6
厨师,,chú shī,cook; chef,6
储存,,chǔ cún,stockpile; to store; to stockpile; storage,6
处,,chǔ,to reside; to live; to dwell; to be in; to be situated at; to stay; to get along with; to be in a position of; to deal with; to discipline; to punish,6
处处,,chù chù,everywhere; in all respects,6
处罚,,chǔ fá,to penalize; to punish,6
处分,,chǔ fèn,to discipline sb; to punish; disciplinary action; to deal with (a matter),6
处理,,chǔ lǐ,to handle; to deal with; to punish; to treat sth by a special process; to process; to sell at reduced prices,6
处于,,chǔ yú,"to be in (some state, position, or condition)",6
处在,,chǔ zài,to be situated at; to find oneself at,6
处长,,chù zhǎng,department head; section chief,6
穿,,chuān,to wear; to put on; to dress; to bore through; to pierce; to perforate; to penetrate; to pass through; to thread,6
穿上,,chuān shang,to put on (clothes etc),6
传,,chuán,to pass on; to spread; to transmit; to infect; to transfer; to circulate; to conduct (electricity),6
传播,,chuán bō,to disseminate; to propagate; to spread,6
传出,,chuán chū,to transmit outwards; to disseminate; efferent (nerve),6
传达,,chuán dá,to pass on; to convey; to relay; to transmit; transmission,6
传递,,chuán dì,to transmit; to pass on to sb else; (math.) transitive,6
传来,,chuán lái,(of a sound) to come through; to be heard; (of news) to arrive,6
传媒,,chuán méi,media,6
传输,,chuán shū,to transmit; transmission,6
传说,,chuán shuō,legend; folk tale; to repeat from mouth to mouth; they say that...,6
传统,,chuán tǒng,tradition; traditional; convention; conventional,6
传言,,chuán yán,rumor; hearsay,6
传真,,chuán zhēn,fax; facsimile,6
船,,chuán,variant of 船,6
船员,,chuán yuán,sailor; crew member,6
船长,,chuán zhǎng,captain (of a boat); skipper,6
船只,,chuán zhī,ship; boat; vessel,6
串,,chuàn,"to string together; to skewer; to connect wrongly; to gang up; to rove; string; bunch; skewer; classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of; to make a swift or abrupt linear movement (like a bead on an abacus); to move across",6
窗户,,chuāng hu,window,6
窗口,,chuāng kǒu,window; opening providing restricted access (e.g. customer service window); computer operating system window; fig. medium; intermediary; showpiece; testing ground,6
窗帘,,chuāng lián,window curtains,6
窗台,,chuāng tái,window sill; window ledge,6
窗子,,chuāng zi,window,6
床,,chuáng,bed; couch; classifier for beds,6
闯,,chuǎng,to rush; to charge; to dash; to break through; to temper oneself (through battling hardships),6
创办,,chuàng bàn,to establish; to found; to launch,6
创建,,chuàng jiàn,to found; to establish,6
创立,,chuàng lì,to establish; to set up; to found,6
创新,,chuàng xīn,to bring forth new ideas; to blaze new trails; innovation,6
创业,,chuàng yè,to begin an undertaking; to start a major task; to initiate; to venture; venture; entrepreneurship,6
创意,,chuàng yì,creative; creativity,6
创造,,chuàng zào,to create; to bring about; to produce; to set (a record),6
创作,,chuàng zuò,to create; to produce; to write; creative work; creation,6
吹,,chuī,to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through,6
春季,,chūn jì,springtime,6
春节,,Chūn jié,Spring Festival (Chinese New Year),6
春天,,chūn tiān,spring (season),6
纯,,chún,pure; simple; unmixed; genuine,6
纯净水,,chún jìng shuǐ,purified water,6
词,,cí,old variant of 词,6
词典,,cí diǎn,dictionary; also written 辞典,6
词汇,,cí huì,variant of 词汇,6
词语,,cí yǔ,word (general term including monosyllables through to short phrases); term (e.g. technical term); expression,6
辞典,,cí diǎn,dictionary (variant of 词典),6
辞职,,cí zhí,to resign,6
此,,cǐ,this; these,6
此处,,cǐ chù,this place; here (literary),6
此次,,cǐ cì,this time,6
此后,,cǐ hòu,after this; afterwards; hereafter,6
此刻,,cǐ kè,this moment; now; at present,6
此前,,cǐ qián,before this; before then; previously,6
此时,,cǐ shí,now; this moment,6
此事,,cǐ shì,this matter,6
此外,,cǐ wài,besides; in addition; moreover; furthermore,6
此致,,cǐ zhì,(used at the end of a letter to introduce a polite salutation),6
次,,cì,"next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time",6
次数,,cì shù,number of times; frequency; order number (in a series); power (math.); degree of a polynomial (math.),6
刺,,cī,(onom.) whoosh,6
刺激,,cì jī,to provoke; to irritate; to upset; to stimulate; to excite; irritant,6
聪明,,cōng ming,intelligent; clever; bright; smart; acute (of sight and hearing),6
从,,cóng,variant of 从,6
从不,,cóng bù,never,6
从此,,cóng cǐ,from now on; since then; henceforth,6
从而,,cóng ér,thus; thereby,6
从来,,cóng lái,always; at all times; never (if used in negative sentence),6
从没,,cóng méi,never (in the past); never did,6
从前,,cóng qián,previously; formerly; once upon a time,6
从事,,cóng shì,to go for; to engage in; to undertake; to deal with; to handle; to do,6
从小,,cóng xiǎo,from childhood; from a young age,6
从中,,cóng zhōng,from within; therefrom,6
粗,,cū,coarse; rough; thick (for cylindrical objects); unfinished; vulgar; rude; crude,6
粗心,,cū xīn,careless; thoughtless,6
促进,,cù jìn,to promote (an idea or cause); to advance; boost,6
促使,,cù shǐ,to induce; to promote; to urge; to impel; to bring about; to provoke; to drive (sb to do sth); to catalyze; to actuate; to contribute to (some development),6
促销,,cù xiāo,to promote sales,6
醋,,cù,vinegar; jealousy (in love rivalry),6
脆,,cuì,old variant of 脆,6
村,,cūn,village,6
村庄,,cūn zhuāng,village; hamlet,6
